URLSimilarityIndex,CharContinuationRate,LineOfCode,HasFavicon,Robots,HasDescription,HasSocialNet,HasHiddenFields,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfExternalRef
100.0,1.0,981.0,0,0,0,1,1,1,25.0,1,5.0,9,52
34.91021578,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
9.601537649,0.666666667,159.0,0,0,1,0,0,1,8.0,4,4.0,0,0
100.0,1.0,430.0,1,1,0,1,1,1,8.0,9,9.0,35,9
100.0,1.0,1422.0,1,0,1,1,0,1,17.0,4,14.0,88,11
43.62696029,0.28125,6.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,2183.0,1,1,1,1,1,1,48.0,7,14.0,220,141
100.0,1.0,168.0,1,0,1,1,0,0,4.0,3,5.0,8,11
39.81008035,0.272727273,2.0,0,0,0,0,0,0,0.0,0,0.0,0,1
66.69538462,0.80952381,273.0,1,0,0,0,1,0,19.0,3,9.0,1,4
100.0,1.0,546.0,1,0,1,1,0,1,20.0,2,4.0,7,13
77.18966604,0.722222222,173.0,0,0,0,0,1,0,19.0,3,9.0,2,3
100.0,1.0,477.0,0,0,1,0,0,1,1.0,1,5.0,220,5
100.0,1.0,168.0,0,0,1,1,0,1,6.0,1,5.0,35,8
75.04,0.619047619,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
100.0,1.0,319.0,1,0,1,1,0,1,3.0,2,5.0,0,3
100.0,0.909090909,885.0,1,0,1,1,1,1,46.0,2,4.0,134,19
100.0,1.0,3164.5,1,0,1,1,1,1,71.0,12,27.0,220,130
100.0,1.0,521.0,1,1,1,1,1,0,21.0,7,13.0,38,42
100.0,0.625,722.0,1,0,0,1,0,0,8.0,3,3.0,94,14
51.29251701,1.0,90.0,0,1,0,0,1,0,0.0,2,0.0,2,2
100.0,1.0,1111.0,1,0,1,1,1,0,32.0,8,18.0,136,56
22.38034619,0.916666667,534.0,0,0,0,0,0,0,1.0,2,7.0,0,2
6.885519422,0.7,9.0,0,0,0,0,0,0,0.0,0,0.0,1,1
84.3537415,1.0,119.0,0,0,0,0,1,1,2.0,2,0.0,1,4
100.0,1.0,1119.0,1,0,1,1,0,1,29.0,2,13.0,32,27
100.0,1.0,245.0,1,0,1,1,0,0,27.0,6,5.0,40,17
100.0,1.0,728.0,0,1,1,1,0,0,52.0,1,2.0,54,33
49.64262508,0.642857143,66.0,0,0,1,0,1,0,0.0,2,2.0,2,0
46.02946461,0.777777778,28.0,0,0,0,0,0,0,1.0,0,0.0,0,0
100.0,1.0,947.0,1,1,0,1,1,1,33.0,20,20.0,82,77
100.0,1.0,2681.0,0,1,1,1,1,1,72.5,20,37.5,220,141
100.0,1.0,1051.0,1,0,1,1,0,1,64.0,6,5.0,35,18
61.07862248,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
26.83635166,0.363636364,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
43.62339977,0.75,113.0,1,0,0,0,0,0,5.0,4,1.0,3,7
100.0,1.0,3164.5,0,0,1,0,1,1,72.5,4,21.0,220,13
100.0,1.0,767.0,0,1,0,1,0,1,20.0,7,8.0,143,141
100.0,1.0,1953.0,1,1,0,1,1,1,37.0,9,11.0,69,72
100.0,1.0,452.0,1,1,1,1,0,1,10.0,8,23.0,50,57
100.0,1.0,3164.5,1,1,1,1,1,1,14.0,14,23.0,72,94
100.0,1.0,969.0,0,1,0,1,0,1,17.0,20,37.5,135,141
89.93055556,1.0,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,610.0,0,0,0,0,0,1,22.0,1,3.0,29,99
100.0,1.0,799.0,0,1,1,1,0,1,46.0,9,9.0,1,14
100.0,0.727272727,264.0,0,0,1,1,0,0,21.0,3,2.0,1,10
69.375,0.6,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
71.88888889,1.0,11.0,0,0,0,0,0,0,0.0,0,0.0,0,0
38.11890244,0.473684211,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
39.37304891,0.392857143,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1279.0,1,1,1,0,1,1,20.0,9,12.0,220,141
100.0,0.5,795.0,0,1,1,1,1,1,22.0,13,14.0,68,73
24.57944418,0.447368421,2.0,0,0,0,0,0,0,0.0,0,0.0,0,1
100.0,1.0,1402.0,0,0,1,1,0,1,72.5,12,17.0,140,93
100.0,1.0,1051.0,1,1,1,1,1,1,56.0,5,24.0,179,141
100.0,0.555555556,1484.0,0,0,1,1,1,0,24.0,20,16.0,148,46
100.0,0.818181818,547.0,1,1,1,1,1,1,9.0,20,21.0,141,141
100.0,1.0,417.0,1,1,1,1,1,1,11.0,17,27.0,75,82
100.0,1.0,888.0,1,0,0,1,1,1,38.0,2,8.0,108,44
100.0,1.0,2605.0,0,0,1,0,1,1,23.0,20,21.0,211,21
100.0,1.0,3164.5,1,1,1,1,0,1,37.0,2,5.0,0,141
100.0,1.0,341.0,1,1,0,0,1,1,15.0,14,24.0,38,44
10.30363724,0.289473684,4.0,0,0,0,0,0,0,0.0,0,0.0,0,1
100.0,1.0,939.0,0,0,1,1,1,1,70.0,6,37.0,108,14
100.0,1.0,2271.0,0,0,1,1,1,1,72.5,10,18.0,220,42
100.0,0.857142857,3164.5,1,1,1,1,1,1,33.0,7,31.0,116,141
100.0,1.0,1450.0,1,0,1,0,1,0,19.0,4,18.0,165,108
47.3404677,0.458333333,385.0,0,0,0,1,0,0,5.0,0,0.0,0,11
100.0,0.909090909,1487.0,1,1,1,1,0,1,63.0,15,33.0,111,9
100.0,1.0,2603.0,1,1,1,1,1,1,44.0,14,37.5,220,141
100.0,0.75,177.0,0,0,1,1,0,1,3.0,2,2.0,2,6
100.0,1.0,3164.5,0,1,0,1,0,1,56.0,20,37.5,25,141
100.0,0.857142857,1554.0,0,0,1,0,0,0,72.5,2,8.0,220,141
100.0,1.0,1064.0,0,1,1,0,1,1,31.0,20,23.0,1,141
47.87966347,0.486486486,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,3087.0,0,1,1,1,1,0,63.0,4,37.5,149,141
100.0,1.0,886.0,1,1,1,1,0,1,36.0,16,12.0,95,88
100.0,0.714285714,192.0,1,1,1,1,0,0,4.0,2,2.0,2,4
100.0,1.0,872.0,1,1,1,1,0,1,32.0,7,12.0,61,69
100.0,1.0,421.0,1,0,1,1,0,1,7.0,17,19.0,5,13
100.0,1.0,1363.0,1,1,1,1,1,1,38.0,20,37.5,45,124
100.0,1.0,1705.0,1,1,1,1,1,1,35.0,20,37.5,92,102
75.32051282,1.0,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.625,2049.0,0,0,1,1,1,1,12.0,3,8.0,220,42
44.38643675,0.631578947,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
70.7523246,0.777777778,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.5625,592.0,0,0,0,1,0,1,13.0,11,13.0,106,112
100.0,1.0,311.0,0,0,1,1,1,0,18.0,8,14.0,40,6
100.0,1.0,3164.5,1,1,1,1,1,1,72.5,10,23.0,63,29
41.78963415,0.444444444,113.0,0,0,0,0,0,0,0.0,1,1.0,0,1
68.8034188,1.0,41.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.666666667,2680.0,1,0,1,1,1,1,15.0,9,37.5,48,36
100.0,1.0,534.0,1,0,0,1,0,0,15.0,18,18.0,52,54
100.0,0.6,1965.0,0,0,0,1,0,1,72.5,8,35.0,115,141
100.0,0.666666667,334.0,0,1,1,0,0,1,9.0,9,10.0,69,70
52.0,0.647058824,107.0,1,1,1,0,0,1,7.0,1,0.0,3,7
100.0,1.0,254.0,0,0,1,0,1,1,2.0,1,1.0,5,20
100.0,1.0,3164.5,1,0,1,1,1,1,2.0,20,25.0,96,35
100.0,1.0,425.0,0,0,1,1,0,1,3.0,1,3.0,14,12
100.0,1.0,919.0,1,0,1,1,1,1,9.0,7,10.0,52,25
36.72135805,0.515151515,194.0,0,1,0,0,0,1,0.0,1,0.0,1,1
100.0,1.0,3164.5,1,0,1,1,1,1,1.0,19,23.0,157,14
100.0,0.777777778,360.0,0,0,0,0,0,1,21.0,2,3.0,0,6
73.45454545,1.0,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,3164.5,1,1,1,1,1,1,72.5,13,37.5,220,141
100.0,1.0,3164.5,0,1,1,1,1,1,72.5,4,19.0,109,17
100.0,1.0,627.0,1,0,1,1,0,1,17.0,9,15.0,63,14
100.0,1.0,996.0,0,0,0,0,1,1,3.0,6,7.0,1,2
100.0,1.0,1493.0,0,1,1,1,1,1,43.0,20,37.5,58,90
100.0,1.0,308.0,1,0,1,1,0,1,17.0,1,4.0,25,8
100.0,0.538461538,1125.0,0,1,1,0,0,0,63.0,15,16.0,14,52
100.0,1.0,1076.0,0,0,0,0,1,1,1.0,5,7.0,31,40
9.31890132,0.25,293.0,0,0,0,0,0,0,4.0,0,3.0,0,1
22.37461288,0.769230769,11.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,525.0,1,1,1,1,1,1,12.0,16,31.0,60,72
56.89548547,0.764705882,16.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.888888889,440.0,1,0,1,1,0,0,17.0,12,25.0,0,10
84.44632291,1.0,14.0,0,0,1,0,0,0,0.0,0,2.0,0,0
50.21367521,0.875,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
34.89210285,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,1,1
63.36088154,0.857142857,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
9.597839136,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
14.8943185,1.0,707.0,0,0,1,0,0,1,2.0,4,1.0,0,1
100.0,1.0,791.0,0,1,1,0,1,1,15.0,8,24.0,73,75
100.0,1.0,1302.0,1,0,0,1,1,1,33.0,20,26.0,171,141
100.0,1.0,3125.0,1,1,1,1,1,1,35.0,8,37.5,69,50
100.0,1.0,1554.0,0,0,1,0,1,1,31.0,2,7.0,137,17
24.0509503,0.533333333,27.0,0,0,0,0,0,0,0.0,1,0.0,2,1
100.0,1.0,1268.0,1,0,0,1,0,1,15.0,20,11.0,37,141
53.93209008,0.375,2.0,0,0,0,0,0,0,0.0,0,1.0,1,1
100.0,0.6,3164.5,1,1,1,1,1,1,72.5,10,37.5,220,141
100.0,0.583333333,2868.0,1,1,1,1,0,0,30.0,16,34.0,39,63
100.0,1.0,1362.0,0,0,1,1,1,1,30.0,2,18.0,56,14
51.94778111,0.625,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
78.44463229,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
54.51591943,0.428571429,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
100.0,1.0,3158.0,0,0,1,1,1,1,60.0,5,26.0,96,16
100.0,1.0,1867.0,1,1,1,1,1,1,54.0,8,5.0,220,141
100.0,0.6,1407.0,0,0,0,0,1,1,48.0,3,6.0,113,120
59.29749104,0.576923077,14.0,0,0,0,0,0,0,0.0,0,0.0,0,2
100.0,1.0,556.0,0,0,0,0,1,1,16.0,4,12.0,44,44
6.830843021,0.647058824,237.0,0,0,0,0,1,0,0.0,1,2.0,0,1
100.0,1.0,451.0,1,1,1,1,1,0,17.0,12,21.0,72,78
100.0,0.857142857,2771.0,1,0,1,1,1,1,14.0,3,25.0,93,93
34.32722951,0.586206897,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
30.4695996,0.75,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
81.2345679,1.0,2.0,0,0,0,0,0,0,0.0,0,1.0,1,1
100.0,1.0,272.0,1,0,1,1,0,1,13.0,3,11.0,27,19
50.09746589,0.866666667,2.0,0,0,0,0,0,0,0.0,0,1.0,1,1
70.07607777,1.0,2.0,0,0,0,0,0,0,0.0,0,1.0,1,1
100.0,1.0,949.0,0,1,0,0,1,0,7.0,20,24.0,124,132
100.0,1.0,1595.0,1,0,1,1,0,1,54.0,10,18.0,18,32
41.33816322,0.757575758,21.0,0,0,0,0,0,0,0.0,0,0.0,0,0
26.50778315,0.756097561,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
100.0,1.0,992.0,1,0,1,1,0,1,19.0,4,19.0,106,22
100.0,0.666666667,1191.0,1,0,1,1,1,0,19.0,19,20.0,103,106
74.55555556,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
64.88970588,0.545454545,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,707.0,0,0,1,1,1,1,21.0,1,3.0,79,61
82.90909091,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,950.0,1,0,1,1,0,1,38.0,10,34.0,3,12
48.13803922,0.485714286,256.0,0,0,0,0,0,1,4.0,2,9.0,0,3
67.04963235,0.416666667,2.0,0,0,0,0,1,0,0.0,1,1.0,1,0
100.0,1.0,750.0,0,0,0,1,1,1,51.0,19,8.0,114,42
63.16666667,0.6,13.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,1.0,487.0,1,0,0,0,0,1,17.0,13,11.0,57,58
100.0,1.0,423.0,0,0,0,0,0,1,31.0,8,11.0,54,56
100.0,1.0,1635.0,0,1,1,1,1,1,72.5,11,16.0,110,119
100.0,1.0,1067.0,0,1,1,1,1,1,32.0,10,16.0,124,135
100.0,1.0,989.0,0,1,1,1,1,1,21.0,8,16.0,95,107
100.0,1.0,1563.0,1,1,1,1,1,0,72.5,4,6.0,43,48
27.98438935,1.0,169.0,0,0,0,0,1,0,4.0,2,3.0,0,14
14.37844856,1.0,191.0,1,1,0,0,0,1,0.0,4,5.0,0,0
77.38791423,1.0,180.0,0,0,0,0,0,0,4.0,1,2.0,0,1
64.32132964,0.625,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.65,927.0,1,0,1,0,0,1,4.0,6,9.0,0,19
100.0,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,814.0,1,1,1,1,0,1,1.0,3,2.0,220,141
100.0,0.777777778,900.0,1,1,1,1,0,1,51.0,4,5.0,124,120
67.85009862,0.590909091,95.0,0,0,0,0,1,0,0.0,0,0.0,0,1
100.0,1.0,2565.0,1,1,0,1,1,1,45.0,20,32.0,220,141
65.78483245,0.545454545,6.0,0,0,0,0,0,0,0.0,0,0.0,0,0
53.08307692,0.727272727,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
18.7638484,0.75,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
68.55555556,0.75,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,580.0,0,0,1,1,0,0,8.0,4,3.0,220,10
15.15981656,1.0,203.0,0,1,0,0,1,0,3.0,0,1.0,0,2
100.0,0.625,1270.0,1,0,1,0,0,0,64.0,10,8.0,218,28
100.0,1.0,405.0,0,0,1,0,0,1,14.0,2,5.0,1,21
8.917622777,0.636363636,10.0,1,0,0,0,1,1,1.0,1,2.0,2,2
47.90465206,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
61.9436553,0.571428571,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
58.92473118,0.576923077,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
75.48209366,1.0,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
71.90082645,0.857142857,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,3164.5,0,1,0,1,1,1,72.5,15,14.0,220,141
31.53589022,0.727272727,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.866666667,1541.0,0,0,1,1,1,1,23.0,5,19.0,164,22
1.292949467,0.444444444,125.0,0,0,1,0,1,1,1.0,0,0.0,2,5
100.0,1.0,1869.0,1,0,1,1,0,1,72.5,11,14.0,0,75
100.0,1.0,495.0,1,0,1,0,0,1,19.0,3,9.0,79,15
100.0,1.0,379.0,1,0,0,1,1,1,34.0,3,5.0,33,8
46.09418283,0.714285714,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,3164.5,1,0,1,1,1,1,72.5,2,15.0,174,89
18.88327058,0.8,11.0,0,0,0,0,0,0,0.0,0,0.0,0,0
69.30747922,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
51.75304878,0.486486486,141.0,0,0,0,0,0,0,4.0,0,0.0,0,2
43.86774318,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1306.0,1,1,0,1,1,1,62.0,1,6.0,10,51
100.0,1.0,170.0,1,0,1,0,0,0,6.0,1,3.0,20,5
58.51851852,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
15.73320325,0.75,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1196.0,0,0,1,1,1,1,51.0,12,26.0,127,141
67.73504274,0.555555556,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
36.68191414,0.875,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
100.0,0.818181818,2074.0,1,1,0,1,1,0,23.0,6,8.0,71,76
28.16076657,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
18.31403582,0.727272727,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,3164.5,0,1,0,0,1,0,72.5,0,1.0,220,141
31.8185941,0.615384615,58.0,0,0,0,0,0,0,1.0,0,1.0,0,0
100.0,1.0,1047.0,1,1,1,1,0,1,25.0,20,29.0,61,69
100.0,1.0,3164.5,1,1,1,1,1,1,72.5,3,24.0,120,11
100.0,0.647058824,694.0,0,0,0,0,1,1,10.0,0,2.0,29,65
40.11111111,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,116.0,1,0,1,1,0,0,1.0,3,4.0,8,2
100.0,1.0,1024.0,1,1,1,1,0,1,27.0,2,10.0,115,14
6.185515938,1.0,330.0,0,1,0,0,1,0,3.0,0,3.0,0,2
59.79159181,1.0,2.0,0,0,0,0,0,0,0.0,0,1.0,1,1
50.90909091,1.0,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
48.04923077,0.681818182,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
12.21296562,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1006.0,1,0,1,1,1,1,17.0,8,19.0,57,16
24.05287907,0.363636364,474.0,0,0,0,0,1,1,10.0,2,1.0,0,0
51.56462585,1.0,110.0,1,0,1,0,0,0,5.0,2,9.0,7,4
100.0,1.0,1041.0,0,1,1,1,0,1,72.5,8,14.0,65,122
100.0,1.0,681.0,0,1,1,1,1,0,5.0,11,12.0,28,39
100.0,1.0,1018.0,0,0,1,0,0,0,45.0,4,8.0,38,24
100.0,1.0,278.0,1,1,1,1,0,1,30.0,2,2.0,9,7
100.0,1.0,1689.0,0,0,1,1,0,1,10.0,20,37.5,153,120
10.06150939,0.214285714,15.0,0,0,0,0,0,0,0.0,0,0.0,0,0
49.19047619,0.8125,15.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,535.0,0,1,0,0,0,1,9.0,17,19.0,35,42
67.63636364,1.0,69.0,1,0,0,0,0,1,1.0,1,1.0,3,20
100.0,1.0,547.0,1,1,0,1,1,1,18.0,12,14.0,69,71
32.22131148,0.46875,32.0,1,0,1,0,0,0,1.0,1,1.0,2,3
100.0,1.0,3164.5,0,1,1,1,1,1,72.5,3,10.0,220,12
100.0,1.0,1259.0,1,0,1,1,1,1,23.0,2,4.0,220,19
100.0,1.0,2232.0,0,0,1,1,0,0,72.5,6,18.0,220,35
6.741367675,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
48.49230769,0.421052632,58.0,0,0,0,0,0,0,0.0,0,1.0,0,0
100.0,1.0,681.0,1,0,0,1,0,0,24.0,10,16.0,3,12
40.1365433,0.4,2.0,0,0,0,0,1,0,0.0,1,1.0,1,0
56.05442177,0.7,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,156.0,1,0,1,0,0,0,1.0,1,1.0,2,8
28.35747699,0.733333333,84.0,0,0,0,0,0,0,1.0,1,4.0,0,1
100.0,1.0,3164.5,0,0,1,1,1,1,72.5,15,37.5,57,58
10.26441667,0.21052631499999996,72.0,1,1,0,0,1,0,0.0,0,1.0,0,1
100.0,0.47826087,1667.0,1,0,1,1,1,0,72.5,5,12.0,220,141
100.0,1.0,1225.0,0,1,0,1,1,0,18.0,20,37.5,93,89
45.0386375,0.46875,13.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,1.0,381.0,1,1,1,1,1,1,49.0,4,10.0,74,86
100.0,1.0,994.0,1,0,0,1,1,0,27.0,20,37.0,62,69
100.0,1.0,3164.5,0,0,1,1,1,1,72.5,20,32.0,220,35
100.0,1.0,2026.0,1,0,1,1,1,0,13.0,5,19.0,18,26
100.0,1.0,2459.0,0,1,1,1,1,1,28.0,20,37.5,123,118
100.0,1.0,398.0,0,1,1,1,0,1,17.0,15,19.0,91,99
34.59373761,0.736842105,11.0,0,0,0,0,0,0,0.0,0,0.0,0,0
66.69538462,0.80952381,13.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,0.882352941,922.0,1,0,1,1,1,1,19.0,5,26.0,65,79
55.0,0.6,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.85,1098.0,0,1,1,1,1,1,47.0,3,16.0,13,40
25.15190437,0.6875,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
37.95426829,0.739130435,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1458.0,1,0,1,1,0,1,25.0,1,9.0,175,14
100.0,1.0,3164.5,1,0,1,1,1,1,47.0,20,37.5,94,13
43.54777724,0.44,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
57.35714286,1.0,13.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,1.0,1172.0,0,1,1,1,1,1,21.0,19,21.0,83,84
100.0,1.0,1158.0,1,0,1,1,0,1,31.0,2,13.0,107,14
100.0,1.0,518.0,1,0,0,0,0,1,15.0,6,6.0,58,53
100.0,1.0,1422.0,0,0,1,1,1,1,6.0,3,21.0,41,9
100.0,0.8125,747.0,1,0,0,1,0,1,20.0,12,19.0,5,20
100.0,1.0,750.0,0,0,0,1,1,1,14.0,20,37.5,94,96
48.33333333,0.636363636,8.0,0,0,0,0,0,0,0.0,0,0.0,0,0
37.66683144,0.466666667,13.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,0.411764706,1561.0,0,0,1,0,0,1,7.0,2,6.0,220,141
52.33110486,0.583333333,68.0,0,0,0,0,0,0,0.0,0,0.0,0,1
4.565616713,0.457627119,12.0,0,0,0,0,0,0,0.0,0,0.0,0,0
22.6899093,1.0,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
42.81591424,0.555555556,23.0,0,0,0,0,0,0,0.0,0,0.0,0,1
74.33333333,0.636363636,9.0,0,0,0,0,0,0,0.0,0,0.0,0,1
100.0,1.0,154.0,0,0,0,1,0,1,3.0,12,16.0,13,7
100.0,1.0,356.0,1,1,1,1,1,1,33.0,3,10.0,70,35
73.27823691,1.0,2.0,0,0,0,0,0,0,0.0,0,1.0,1,1
100.0,1.0,491.0,0,0,1,1,0,0,30.0,2,6.0,99,105
20.61823918,1.0,410.0,1,1,0,0,0,1,2.0,1,3.0,0,0
100.0,0.533333333,3164.5,1,1,1,1,1,1,65.0,3,11.0,220,23
100.0,1.0,349.0,0,1,0,0,0,1,5.0,3,6.0,31,13
100.0,0.714285714,2530.0,0,0,0,0,1,1,65.0,2,1.0,30,141
100.0,1.0,1603.0,1,0,1,1,1,1,13.0,3,25.0,70,77
100.0,1.0,936.0,0,0,1,1,1,1,40.0,4,5.0,62,23
22.33401033,0.833333333,13.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,1.0,2070.0,1,0,1,1,0,0,18.0,4,18.0,129,23
100.0,1.0,174.0,0,0,0,0,0,1,1.0,3,4.0,9,13
54.73809524,0.5,16.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,519.0,1,0,1,1,1,1,14.0,3,6.0,175,46
100.0,0.647058824,322.0,1,1,1,1,1,0,4.0,1,2.0,42,53
100.0,1.0,1939.0,0,0,1,1,1,0,27.0,18,15.0,141,21
100.0,1.0,482.0,1,0,1,1,0,0,2.0,0,0.0,3,14
16.16748551,1.0,87.0,0,0,0,0,1,1,6.0,0,0.0,0,0
70.6122449,1.0,15.0,0,0,0,0,0,0,0.0,0,0.0,0,0
58.35116924,0.56,59.0,0,0,0,0,0,1,1.0,3,2.0,3,13
100.0,1.0,276.0,0,0,1,0,1,1,15.0,4,10.0,0,1
80.44444444,1.0,3.0,0,0,0,0,0,0,0.0,0,0.0,0,0
29.16099773,0.322580645,40.0,0,0,0,0,0,0,0.0,0,0.0,0,0
21.98129252,1.0,13.0,0,0,0,0,0,0,0.0,0,0.0,1,1
100.0,1.0,517.0,1,1,1,1,0,0,8.0,14,25.0,60,65
13.88258814,0.323529412,13.0,0,0,0,0,0,0,0.0,0,0.0,0,1
50.94217024,0.571428571,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,678.0,0,0,1,1,0,1,29.0,20,23.0,73,79
21.23824575,0.6875,6.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,0.8125,327.0,1,0,0,1,0,1,21.0,1,4.0,36,6
47.86641929,0.647058824,129.0,0,1,0,0,0,0,1.0,0,1.0,3,0
7.651850048,0.452380952,95.0,0,1,0,0,0,0,0.0,2,0.0,2,1
100.0,0.692307692,1018.0,0,0,1,0,0,1,13.0,10,21.0,102,8
100.0,0.882352941,858.0,1,0,1,1,1,1,17.0,5,10.0,48,48
100.0,0.714285714,1117.0,0,0,0,1,1,1,35.0,20,36.0,92,141
100.0,1.0,1055.0,0,0,1,0,1,1,29.0,8,15.0,181,32
60.33333333,0.636363636,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
78.90909091,1.0,9.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,1734.0,1,1,1,1,0,1,63.0,20,37.5,167,141
76.92307692,1.0,49.0,0,0,0,0,0,0,0.0,0,2.0,0,1
100.0,1.0,705.0,1,1,1,1,0,1,20.0,15,9.0,33,44
100.0,1.0,1009.0,1,0,1,1,1,1,11.0,17,26.0,26,47
100.0,1.0,693.0,0,1,0,0,1,0,12.0,9,15.0,35,30
30.08606157,0.363636364,475.0,0,0,0,0,1,1,10.0,2,1.0,0,0
100.0,1.0,480.0,1,0,1,1,1,0,3.0,0,1.0,37,10
62.10072506,0.608695652,98.0,0,0,0,0,0,0,0.0,0,0.0,0,0
68.00350647,0.590909091,108.0,0,0,0,0,0,0,0.0,0,0.0,0,3
100.0,1.0,404.0,1,1,1,1,0,1,11.0,13,8.0,94,108
47.0,0.416666667,20.0,0,0,0,0,0,0,0.0,0,0.0,0,0
14.60537919,0.714285714,4.0,0,0,0,0,0,0,0.0,0,0.0,1,0
100.0,0.615384615,583.0,0,1,0,1,0,1,37.0,13,19.0,84,88
31.73564488,0.432432432,198.0,0,0,0,0,0,0,0.0,0,0.0,0,2
100.0,1.0,3164.5,0,0,0,1,1,1,4.0,5,12.0,178,24
100.0,0.869565217,874.0,1,0,1,1,0,1,42.0,6,4.0,30,17
2.433273998,0.636363636,644.0,1,0,0,0,1,1,13.0,9,8.0,1,53
87.0,0.727272727,2.0,0,0,0,0,0,0,0.0,0,0.0,0,0
100.0,1.0,592.0,1,0,1,1,0,1,1.0,3,3.0,19,33
